,English,Spanish
11138,monday,Sólo es lunes.
11140,destiny,Es nuestro destino.
11141,pretty cool,Es muy guay.
11142,pretty cool,Está muy guay.
11143,pretty good,Es bastante bueno.
11144,probably ok,De seguro está bien.
11145,rain now,Ahora está lloviendo.
11146,really hard,Es realmente difícil.
11147,secondhand,Es de segunda mano.
11148,snow now,Ahora está nevando.
11149,hopeless,Es tan inútil.
11150,unlikely,Es tan improbable.
11151,still early,Todavía es temprano.
11152,sunny today,Hoy hace sol.
11153,supper time,Es hora de cenar.
11154,right,Es su derecho.
11155,painful,Es demasiado doloroso.
11156,two oclock,Son las dos en punto.
11157,bitter,Es muy amargo.
11159,simple,Es muy simple.
11160,worth try,Vale la pena intentarlo.
11161,worth try,Merece la pena intentarlo.
11162,choice,Es tu decisión.
11163,choice,Tú decides.
11164,japan asia,Japón queda en Asia.
11165,japan asia,Japón está en Asia.
11166,moment,Un momento...
11167,get dress,Solo vístete.
11168,go sleep,Vete a dormir.
11169,go sleep,Limítate a dormir.
11173,say nothing,No digas nada y ya.
11174,talk tom,Simplemente hablen con Tom.
11175,keep inform,Manténgame informado.
11176,keep inform,Manteneme informado.
11177,keep dog out,Deja al perro fuera.
11178,keep leave,Siga a la izquierda.
11179,keep leave,Sigue hacia la izquierda.
11180,kick door in,Fuerza la puerta.
11181,kick door in,Abre la puerta con una patada.
11182,kick door in,Abre la puerta de golpe.
11183,leave everything,Déjalo todo.
11184,leave everything,Abandónalo todo.
11185,leave everything,Déjenlo todo.
11186,leave be tom,"Déjalo estar, Tom."
11187,leave me,Déjalo conmigo.
11188,leave there,Dejá eso ahí.
11189,leave me,Dejádmelo a mí.
11190,let tom carry it,Deja que Tom lo cargue.
11191,let go arm,Suéltame el brazo.
11192,let go arm,Suéltame el brazo.
11193,let go arm,Suelta mi brazo.
11194,let go arm,Suelte mi brazo.
11195,let go arm,Soltadme el brazo.
11196,let rest tom,"Déjalo descansar, Tom."
11197,let come over,Déjame ir allí.
11198,let repair it,Permíteme repararlo.
11199,let repair it,Déjame arreglarlo.
11200,let try again,Déjame tratar otra vez.
11201,let come in,Déjalos entrar.
11202,let friends,Seamos amigos.
11203,let fly kite,Remontemos un barrilete.
11204,let fly kite,Remontemos una cometa.
11205,let fly kite,Volemos un volantín.
11206,let fly kite,Volemos un papalote.
11207,let go fish,Vayamos a pescar.
11208,let try,Probemos eso.
11209,let lunch,Almorcemos.
11210,let keep go,Sigamos adelante.
11211,let play card,Juguemos a las cartas.
11212,let play card,Juguemos a la baraja.
11213,let play chess,Juguemos ajedrez.
11214,let take bus,Pesquemos un bus.
11215,light candle,Encienda la candela.
11216,light candle,Enciende la vela.
11217,listen learn,Escuchá y aprendé.
11218,listen carefully,Escucha con atención.
11219,listen carefully,Escuchen con cuidado.
11220,live free die,Vive en libertad o muere.
11221,look dog,Mirá ese perro.
11222,look whos awake,Mira quien está despierto.
11223,love die,El amor no muere.
11224,lower voice,Baja la voz.
11225,lower voice,Bajá la voz.
11226,lower voice,Baje la voz.
11227,lower voice,Bajen la voz.
11228,lunch noon,El almuerzo es al mediodía.
11229,mail letter,Manda esta carta por correo.
11230,make way please,"Abran paso, por favor."
11231,make way please,"Permiso, por favor."
11232,make choice,Haz tu elección.
11233,make choice,Elige.
11234,make choice,Escoge.
11235,mary divorce,Mary está divorciada.
11236,mary niece,Mary es mi sobrina.
11237,mary pregnant,Mary está embarazada.
11238,may open can,¿Puedo abrir una lata?
11239,may smoke here,¿Puedo fumar aquí?
11240,maybe itll snow,Quizá nieve.
11241,maybe itll snow,Puede que nieve.
11242,maybe itll work,Puede que funcione.
11243,answer yes,Mi respuesta es sí.
11244,cat look sad,Mi gato se ve triste.
11245,eye blue,Mis ojos son azules.
11246,eye sore,Mis ojos están adoloridos.
11247,father out,Mi padre salió.
11248,father smoke,Mi padre fuma.
11249,feet cold,Tengo los pies fríos.
11250,house here,Mi casa está aquí.
11251,house tiny,Mi casa es pequeñita.
11252,house tiny,Mi casa es minúscula.
11253,job bore,Mi trabajo es aburrido.
11254,legs weak,Mis piernas son débiles.
11255,mother out,Mi madre no está en casa.
11256,mother out,Mi madre salió.
11257,mother out,Mi madre ha salido.
11258,mouth dry,Mi boca estaba seca.
11259,mouth dry,Tenía la boca seca.
11260,nose itchy,Me pica la nariz.
11261,pencil red,Mi lápiz es rojo.
11262,place here,Mi lugar está aquí.
11263,pulse fast,Mi pulso está elevado.
11264,pulse slow,Mi pulso está bajo.
11265,scarf blue,Mi pañuelo es azul.
11266,stomach hurt,Me duele el estómago.
11267,stomach hurt,Me duele mi estomago.
11268,sunburn hurt,Me duele la quemadura.
11269,throat dry,Mi garganta está seca.
11270,toy break,Mi juguete está dañado.
11271,uncle rich,Mi tío es rico.
11272,wife beat me,Mi mujer me pega.
11273,wife beat me,Mi esposa me golpea.
11274,never tell lie,No mientas nunca.
11275,never tell lie,Nunca digas mentiras.
11276,never tell lie,¡No digas nunca mentiras!
11277,never tell lie,¡No mientas nunca!
11278,never tell lie,No mientas nunca.
11279,nice meet you,Mucho gusto.
11280,one ask you,Nadie te preguntó.
11281,one help me,Nadie me prestó ayuda.
11282,one help me,Nadie me ayudó.
11283,one pay,Nadie aquí paga.
11284,one come,No vendrá nadie.
11285,one know why,Nadie sabe por qué.
11286,one know yet,Nadie sabe todavía.
11287,one like war,A nadie le gusta la guerra.
11288,one like war,La guerra no le gusta a nadie.
11289,one love war,A nadie le gusta la guerra.
11290,one love war,La guerra no le gusta a nadie.
11291,one respond,Nadie respondió.
11292,one say that,Nadie dice eso.
11293,one say that,Ninguno dice eso.
11294,one show up,Nadie apareció.
11295,one think so,Nadie piensa eso.
11296,one warn me,Nadie me previno.
11297,one warn me,Nadie me advirtió.
11298,one there,Nadie estaba allí.
11299,one care,A nadie le va importar.
11300,one care,A nadie le importará.
11301,one care,A nadie le va a importar.
11302,one know,Nadie sabrá.
11303,one know,Nadie lo sabrá.
11304,ones injure,Estamos ilesos.
11305,ones work,Nadie está trabajando.
11306,pain gain,Sin esfuerzo no se consigue nada.
11307,nobody buy it,No lo compró nadie.
11308,nobody that,Nadie hace eso.
11309,nobody know why,Nadie sabe por qué.
11310,nobody like tom,Nadie quiere a Tom.
11311,nobody like her,Nadie la quiere.
11312,nobody like war,A nadie le gusta la guerra.
11313,nobody like war,La guerra no le gusta a nadie.
11314,nobody like you,Nadie te quiere.
11315,nobody love war,La guerra no le gusta a nadie.
11316,nobody remember,Nadie recuerda.
11317,nobody teach me,Nadie me ha enseñado.
11318,nobody teach me,Lo aprendí yo solo.
11319,nobody teach me,Nadie me enseñó.
11320,nobody teach me,Lo aprendí por mi cuenta.
11321,nobody care,A nadie le importará.
11322,nobody know,Nadie sabrá.
11323,nobody know,No lo sabrá nadie.
11324,nobodys perfect,Nadie es perfecto.
11325,nothing happen,No pasó nada.
11326,nothing wrong,No hay nada erróneo.
11327,understand,Ahora lo entiendo.
11328,understand,Ahora lo cacho.
11331,serious,Ahora se puso serio.
11332,try sleep,Ahora intenta dormir.
11333,try sleep,Ahora intentad dormir.
11334,try sleep,Ahora intente dormir.
11335,try sleep,Ahora intenten dormir.
11336,whats wrong,¿Qué ha pasado ahora?
11337,oh no again,"¡Oh no, no otra vez!"
11338,open windows,Abrí las ventanas.
11339,open windows,Abra las ventanas.
11340,team win,Nuestro equipo puede ganar.
11341,team may win,Puede que nuestro equipo gane.
11342,pass ketchup,Pasa el ketchup.
11343,pass ketchup,Pásame el ketchup.
11344,pay can,Paga lo que puedas.
11345,people funny,La gente es ridícula.
11346,people love dog,La gente ama a los perros.
11347,people talk,La gente hablará.
11348,pet allow,Se permiten mascotas.
11349,please answer me,"Por favor, respóndeme."
11350,please answer me,"Por favor, contestame."
11351,please gentle,"Por favor, sé suave."
11352,please gentle,Házmelo con cuidado.
11353,please gentle,Sé un caballero.
11354,please polite,"Por favor, sea educado."
11355,please polite,"Por favor, sé educado."
11356,please calm down,"Por favor, cálmate."
11357,please calm down,"Por favor, calmaos."
11358,please calm down,"Por favor, tranquilícese."
11359,please calm down,Rescatate por favor.
11360,please come here,"Por favor, ven aquí."
11361,please come here,"Por favor, venga aquí."
11362,please come here,"Por favor, venid aquí."
11363,please copy this,"Por favor, copia esto."
11364,please copy this,"Por favor, copiad esto."
11365,please copy this,"Por favor, copie esto."
11366,please copy this,"Por favor, copiá esto."
11367,please copy this,"Por favor, copien esto."
11368,please cry,"Por favor, no llores."
11369,please cry,No llores por favor.
11370,please cry,"No llores, por favor."
11371,please die,"¡No te mueras, por favor!"
11372,please die,"Por favor, no mueras."
11373,please follow me,"Por favor, sígame."
11374,please forget it,"Por favor, olvídalo."
11375,please let go,Por favor déjame ir.
11376,please let in,"¡Déjame entrar, por favor!"
11377,please phone him,"Llámalo, por favor."
11378,please sit still,Siéntate recto.
11379,please stay here,"Por favor, quédate aquí."
11380,please step back,"Por favor, retroceda."
11381,please try again,"Por favor, inténtalo de nuevo."
11382,please try again,"Por favor, inténtalo otra vez."
11383,please try again,"Por favor, inténtelo nuevamente."
11384,please turn over,"Dese vuelta, por favor."
11385,please turn over,"Date vuelta, por favor."
11386,please turn over,"Dense vuelta, por favor."
11387,please wait here,"Esperad aquí, por favor."
11388,please wait here,"Espere aquí, por favor."
11389,prepare yourself,Prepárate.
11390,pull trigger,Hala el gatillo.
11391,put tom bus,Envía a Tom en un bus.
11392,put down tom,"Bájalo, Tom."
11393,put fire,¡Apaga el fuego!
11394,quit complain,¡Dejen de quejarse!
11395,quit complain,¡Dejad de quejaros!
11396,quit complain,¡Para de quejarte!
11397,rabbit swim,Los conejos pueden nadar.
11398,rabbit swim,Los conejos saben nadar.
11399,rain unlikely,La precipitación es poco probable.
11400,raise hand,Levantá tus manos.
11401,raise hand,Levanta tus manos.
11402,raise hand,Levanten sus manos.
11403,raise hand,Levante sus manos.
11404,raise hand,Levantá tus manos.
11405,raise hand,Levanta tus manos.
11406,raise hand,Levanten sus manos.
11407,raise hand,Levante sus manos.
11408,read weep,Léelo y llora.
11409,read article,Lee el artículo.
11410,red wine please,"Vino tinto, por favor."
11411,respect yourself,Respétate a ti mismo.
11412,revenge sweet,La venganza es dulce.
11413,rome italy,Roma queda en Italia.
11414,rome italy,Roma está en Italia.
11415,save breath,Cierra la boca.
11416,save breath,Ahórrate la saliva.
11417,save breath,Ahórrate la palabrería.
11418,save breath,No vale la pena hablar.
11419,save breath,Ahórrate tu aliento.
11420,say french,Dilo en francés.
11421,say prayers,Di tus oraciones.
11422,school bore,El colegio es aburrido.
11423,see yourself,Míralo tú mismo.
11424,see yourself,Véalo usted mismo.
11425,see lunch,Te veo en el almuerzo.
11426,see lunch,Los veo en el almuerzo.
11427,see tomorrow,Hasta mañana.
11428,see tomorrow,Te veo mañana.
11429,see tomorrow,Los veo mañana.
11430,seize moment,Coge el momento.
11431,shall help you,¿Lo puedo ayudar?
11432,share me,Compártelo conmigo.
11433,share me,Compartilo conmigo.
11434,share us,Compartilo con nosotros.
11435,become happy,Ella se volvió feliz.
11436,begin cry,Ella se puso a llorar.
11437,begin cry,Ella empezó a llorar.
11438,betray you,Ella les traicionó.
11439,betray you,Ella os traicionó.
11440,betray you,Ella te traicionó.
11441,come once,Ella vino enseguida.
11442,defeat him,Ella lo derrotó.
11443,despise him,Ella le despreció.
11444,despise him,Ella le desprecia.
11445,again,Ella lo hizo de nuevo.
11446,reply,Ella no respondió.
11448,divorce him,Ella se divorció de él.
11449,know it,Ella sí que lo sabe.
11450,drive bmw,Ella conduce un BMW.
11451,dry hair,Ella tiene el cabello seco.
11452,shame,Ella no tiene vergüenza.
11453,shame,Ella es cara rota.
11454,hit hard,Ella le golpeó con fuerza.
11455,hit hard,Ella le pegó con fuerza.
11456,idolize him,Ella lo idolatraba.
11457,insult him,Ella lo insultó.
11458,ethiopian,Es etíope.
11459,pianist,Ella es pianista.
11460,student,Ella es una estudiante.
11461,beautiful,Es guapa.
11462,beautiful,Ella es preciosa.
11463,easygoing,Ella es agradable.
11464,mad me,Ella está enfadada conmigo.
11465,there,No está ahí.
11466,young,Ella no es joven.
11469,shameless,Ella es cara rota.
11472,tell me,Me lo acaba de decir.
11473,keep work,Siguió trabajando.
11474,like tigers,A ella le gustan los tigres.
11475,like tigers,Le gustan los tigres.
11476,like run,Le gusta correr.
11477,look me,Ella me miró.
11478,lose way,Ella perdió el norte.
11479,love coffee,Le encanta el café.
11480,may come,Puede que no venga.
11481,must sick,Debe de estar enferma.
11482,put sock,Ella se puso calcetines.
11483,quit smoke,Ella dejó de fumar.
11484,reject him,Ella lo rechazó.
11485,repulse him,Ella le rechaza.
11486,ride camel,Ella montó un camello.
11487,say goodbye,Ella dijo adiós.
11488,say goodbye,Ella dijo chao.
11489,say goodbye,Ella se despidió.
11490,sing happily,Ella cantaba alegremente.
11491,seem ok now,Ahora parece estar bien.
11492,smile me,Ella me sonrió.
11493,smile sadly,Ella sonrió melancólicamente.
11494,smoke lot,Ella fuma mucho.
11495,smoke lot,Ella fuma como un carretero.
11496,star me,Ella fijó su mirada en mí.
11497,star me,Ella fijó la mirada en mí.
11498,startle him,Ella lo sorprendió.
11499,study hard,Ella estudia arduamente.
11500,study hard,Ella estudia duro.
11501,surprise me,Ella me sorprendió.
11502,talk lot,Ella habló mucho.
11503,take hand,Ella cogió mi mano.
11504,promote,Ella fue promovida.
11505,wear glass,Ella llevaba gafas.
11506,worship him,Ella le adora.
11507,worship him,Ella lo adora.
11508,write ink,Ella escribió con tinta.
11509,nice me,Ella es simpática conmigo.
11510,show us room,Mostranos la habitación.
11511,shut boy up,Haz callar a ese niño.
11512,sit table,Siéntate a la mesa.
11513,sit me,Siéntate conmigo.
11514,sit down please,"Por favor, siéntese."
11515,sit down please,"Tome asiento, por favor."
11516,sit down please,Por favor tome asiento.
11517,sit down please,"Siéntense, por favor."
11518,sit down please,Sentaos por favor.
11519,sit down please,"Sentate, por favor."
11520,sit down please,Sentate por favor.
11521,size matter,El tamaño sí importa.
11522,somebody laugh,Alguien se rio.
11523,somebody saw you,Alguien te vio.
11524,someone lie,Alguien está mintiendo.
11525,someone scream,Alguien gritó.
11526,someones come,Viene alguien.
11527,someones come,Alguien llega.
11528,someones come,Alguno se acerca.
11529,someones come,Alguno viene.
11530,someones come,Viene alguno.
11531,someones eat,Alguien está comiendo.
11532,sorry late,Lamento llegar tarde.
11533,sorry late,Disculpe la tardanza.
11534,spiders scare me,Me dan miedo las arañas.
11535,spring come,La primavera se acerca.
